"plant_ID","Family","Population","Region","Latitude","Longitude","Elevation","Bed","mBed","Garden","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0","Value","Trait"
"BLA_03_NC_E","BLA_03","BLA","Margin",41.11094,75.58869,513,"E","North_Carolina_E","North_Carolina",-0.6653949,-2.03732,-9.853611,-5.010164,35.8,651,37.75,53.5,31,"Growth"
"BLA_03_VT_A","BLA_03","BLA","Margin",41.11094,75.58869,513,"A","Vermont_A","Vermont",-0.6653949,-2.03732,-3.445419,-5.808376,35.8,651,39.25,531.5,19.5,"Growth"
"BLA_03_VT_B","BLA_03","BLA","Margin",41.11094,75.58869,513,"B","Vermont_B","Vermont",-0.6653949,-2.03732,-3.445419,-5.808376,35.8,651,39.25,531.5,5.5,"Growth"
"BLA_03_VT_C","BLA_03","BLA","Margin",41.11094,75.58869,513,"C","Vermont_C","Vermont",-0.6653949,-2.03732,-3.445419,-5.808376,35.8,651,39.25,531.5,14,"Growth"
"BLA_03_VT_D","BLA_03","BLA","Margin",41.11094,75.58869,513,"D","Vermont_D","Vermont",-0.6653949,-2.03732,-3.445419,-5.808376,35.8,651,39.25,531.5,13,"Growth"
"BLA_03_VT_E","BLA_03","BLA","Margin",41.11094,75.58869,513,"E","Vermont_E","Vermont",-0.6653949,-2.03732,-3.445419,-5.808376,35.8,651,39.25,531.5,35.5,"Growth"
"BLA_04_MD_A","BLA_04","BLA","Margin",41.11113,75.58817,513,"A","Maryland_A","Maryland",-0.6656645,-2.037372,-4.791044,-3.537747,35.8,651,36.4,282.5,27.2,"Growth"
"BLA_04_MD_B","BLA_04","BLA","Margin",41.11113,75.58817,513,"B","Maryland_B","Maryland",-0.6656645,-2.037372,-4.791044,-3.537747,35.8,651,36.4,282.5,12,"Growth"
"BLA_04_MD_C","BLA_04","BLA","Margin",41.11113,75.58817,513,"C","Maryland_C","Maryland",-0.6656645,-2.037372,-4.791044,-3.537747,35.8,651,36.4,282.5,29,"Growth"
"BLA_04_MD_D","BLA_04","BLA","Margin",41.11113,75.58817,513,"D","Maryland_D","Maryland",-0.6656645,-2.037372,-4.791044,-3.537747,35.8,651,36.4,282.5,26,"Growth"
"BLA_04_MD_E","BLA_04","BLA","Margin",41.11113,75.58817,513,"E","Maryland_E","Maryland",-0.6656645,-2.037372,-4.791044,-3.537747,35.8,651,36.4,282.5,9.5,"Growth"
"BLA_04_NC_A","BLA_04","BLA","Margin",41.11113,75.58817,513,"A","North_Carolina_A","North_Carolina",-0.6656645,-2.037372,-9.853611,-5.010164,35.8,651,37.75,53.5,10.5,"Growth"
"BLA_04_NC_B","BLA_04","BLA","Margin",41.11113,75.58817,513,"B","North_Carolina_B","North_Carolina",-0.6656645,-2.037372,-9.853611,-5.010164,35.8,651,37.75,53.5,17,"Growth"
"BLA_04_NC_C","BLA_04","BLA","Margin",41.11113,75.58817,513,"C","North_Carolina_C","North_Carolina",-0.6656645,-2.037372,-9.853611,-5.010164,35.8,651,37.75,53.5,14.5,"Growth"
"BLA_04_NC_D","BLA_04","BLA","Margin",41.11113,75.58817,513,"D","North_Carolina_D","North_Carolina",-0.6656645,-2.037372,-9.853611,-5.010164,35.8,651,37.75,53.5,14,"Growth"
"BLA_04_NC_E","BLA_04","BLA","Margin",41.11113,75.58817,513,"E","North_Carolina_E","North_Carolina",-0.6656645,-2.037372,-9.853611,-5.010164,35.8,651,37.75,53.5,19.5,"Growth"
"BLA_04_VT_A","BLA_04","BLA","Margin",41.11113,75.58817,513,"A","Vermont_A","Vermont",-0.6656645,-2.037372,-3.445419,-5.808376,35.8,651,39.25,531.5,14.5,"Growth"
"BLA_04_VT_B","BLA_04","BLA","Margin",41.11113,75.58817,513,"B","Vermont_B","Vermont",-0.6656645,-2.037372,-3.445419,-5.808376,35.8,651,39.25,531.5,34.5,"Growth"
"BLA_04_VT_C","BLA_04","BLA","Margin",41.11113,75.58817,513,"C","Vermont_C","Vermont",-0.6656645,-2.037372,-3.445419,-5.808376,35.8,651,39.25,531.5,18.5,"Growth"
"BLA_04_VT_D","BLA_04","BLA","Margin",41.11113,75.58817,513,"D","Vermont_D","Vermont",-0.6656645,-2.037372,-3.445419,-5.808376,35.8,651,39.25,531.5,25,"Growth"
"BLA_04_VT_E","BLA_04","BLA","Margin",41.11113,75.58817,513,"E","Vermont_E","Vermont",-0.6656645,-2.037372,-3.445419,-5.808376,35.8,651,39.25,531.5,11.5,"Growth"
"BLA_05_MD_A","BLA_05","BLA","Margin",41.11547,75.59589,510,"A","Maryland_A","Maryland",-0.686287,-2.056325,-4.791044,-3.537747,35.8,648,36.4,282.5,14,"Growth"
"BLA_05_MD_B","BLA_05","BLA","Margin",41.11547,75.59589,510,"B","Maryland_B","Maryland",-0.686287,-2.056325,-4.791044,-3.537747,35.8,648,36.4,282.5,21.5,"Growth"
"BLA_05_MD_C","BLA_05","BLA","Margin",41.11547,75.59589,510,"C","Maryland_C","Maryland",-0.686287,-2.056325,-4.791044,-3.537747,35.8,648,36.4,282.5,11,"Growth"
"BLA_05_MD_D","BLA_05","BLA","Margin",41.11547,75.59589,510,"D","Maryland_D","Maryland",-0.686287,-2.056325,-4.791044,-3.537747,35.8,648,36.4,282.5,59,"Growth"
"BLA_05_MD_E","BLA_05","BLA","Margin",41.11547,75.59589,510,"E","Maryland_E","Maryland",-0.686287,-2.056325,-4.791044,-3.537747,35.8,648,36.4,282.5,22.5,"Growth"
"BLA_05_NC_A","BLA_05","BLA","Margin",41.11547,75.59589,510,"A","North_Carolina_A","North_Carolina",-0.686287,-2.056325,-9.853611,-5.010164,35.8,648,37.75,53.5,34.5,"Growth"
"BLA_05_NC_B","BLA_05","BLA","Margin",41.11547,75.59589,510,"B","North_Carolina_B","North_Carolina",-0.686287,-2.056325,-9.853611,-5.010164,35.8,648,37.75,53.5,15.5,"Growth"
"BLA_05_NC_C","BLA_05","BLA","Margin",41.11547,75.59589,510,"C","North_Carolina_C","North_Carolina",-0.686287,-2.056325,-9.853611,-5.010164,35.8,648,37.75,53.5,35,"Growth"
"BLA_05_NC_D","BLA_05","BLA","Margin",41.11547,75.59589,510,"D","North_Carolina_D","North_Carolina",-0.686287,-2.056325,-9.853611,-5.010164,35.8,648,37.75,53.5,17.5,"Growth"
"BLA_05_NC_E","BLA_05","BLA","Margin",41.11547,75.59589,510,"E","North_Carolina_E","North_Carolina",-0.686287,-2.056325,-9.853611,-5.010164,35.8,648,37.75,53.5,15,"Growth"
"BLA_05_VT_B","BLA_05","BLA","Margin",41.11547,75.59589,510,"B","Vermont_B","Vermont",-0.686287,-2.056325,-3.445419,-5.808376,35.8,648,39.25,531.5,27,"Growth"
"BLA_05_VT_C","BLA_05","BLA","Margin",41.11547,75.59589,510,"C","Vermont_C","Vermont",-0.686287,-2.056325,-3.445419,-5.808376,35.8,648,39.25,531.5,6.5,"Growth"
"BLA_05_VT_D","BLA_05","BLA","Margin",41.11547,75.59589,510,"D","Vermont_D","Vermont",-0.686287,-2.056325,-3.445419,-5.808376,35.8,648,39.25,531.5,14,"Growth"
"BLA_05_VT_E","BLA_05","BLA","Margin",41.11547,75.59589,510,"E","Vermont_E","Vermont",-0.686287,-2.056325,-3.445419,-5.808376,35.8,648,39.25,531.5,26.5,"Growth"
"BRA_01_MD_A","BRA_01","BRA","Margin",41.15817,75.53619,520,"A","Maryland_A","Maryland",-0.4889603,-1.988195,-4.791044,-3.537747,35.7,672,36.4,282.5,15.5,"Growth"
"BRA_01_MD_B","BRA_01","BRA","Margin",41.15817,75.53619,520,"B","Maryland_B","Maryland",-0.4889603,-1.988195,-4.791044,-3.537747,35.7,672,36.4,282.5,18.5,"Growth"
"BRA_01_MD_C","BRA_01","BRA","Margin",41.15817,75.53619,520,"C","Maryland_C","Maryland",-0.4889603,-1.988195,-4.791044,-3.537747,35.7,672,36.4,282.5,25,"Growth"
"BRA_01_MD_D","BRA_01","BRA","Margin",41.15817,75.53619,520,"D","Maryland_D","Maryland",-0.4889603,-1.988195,-4.791044,-3.537747,35.7,672,36.4,282.5,24,"Growth"
"BRA_01_MD_E","BRA_01","BRA","Margin",41.15817,75.53619,520,"E","Maryland_E","Maryland",-0.4889603,-1.988195,-4.791044,-3.537747,35.7,672,36.4,282.5,25,"Growth"
"BRA_01_NC_A","BRA_01","BRA","Margin",41.15817,75.53619,520,"A","North_Carolina_A","North_Carolina",-0.4889603,-1.988195,-9.853611,-5.010164,35.7,672,37.75,53.5,16.5,"Growth"
"BRA_01_NC_B","BRA_01","BRA","Margin",41.15817,75.53619,520,"B","North_Carolina_B","North_Carolina",-0.4889603,-1.988195,-9.853611,-5.010164,35.7,672,37.75,53.5,5,"Growth"
"BRA_01_NC_C","BRA_01","BRA","Margin",41.15817,75.53619,520,"C","North_Carolina_C","North_Carolina",-0.4889603,-1.988195,-9.853611,-5.010164,35.7,672,37.75,53.5,16.5,"Growth"
"BRA_01_NC_D","BRA_01","BRA","Margin",41.15817,75.53619,520,"D","North_Carolina_D","North_Carolina",-0.4889603,-1.988195,-9.853611,-5.010164,35.7,672,37.75,53.5,17,"Growth"
"BRA_01_NC_E","BRA_01","BRA","Margin",41.15817,75.53619,520,"E","North_Carolina_E","North_Carolina",-0.4889603,-1.988195,-9.853611,-5.010164,35.7,672,37.75,53.5,13,"Growth"
"BRA_01_VT_A","BRA_01","BRA","Margin",41.15817,75.53619,520,"A","Vermont_A","Vermont",-0.4889603,-1.988195,-3.445419,-5.808376,35.7,672,39.25,531.5,17,"Growth"
"BRA_01_VT_B","BRA_01","BRA","Margin",41.15817,75.53619,520,"B","Vermont_B","Vermont",-0.4889603,-1.988195,-3.445419,-5.808376,35.7,672,39.25,531.5,24,"Growth"
"BRA_01_VT_C","BRA_01","BRA","Margin",41.15817,75.53619,520,"C","Vermont_C","Vermont",-0.4889603,-1.988195,-3.445419,-5.808376,35.7,672,39.25,531.5,-10,"Growth"
"BRA_01_VT_D","BRA_01","BRA","Margin",41.15817,75.53619,520,"D","Vermont_D","Vermont",-0.4889603,-1.988195,-3.445419,-5.808376,35.7,672,39.25,531.5,16,"Growth"
"BRA_01_VT_E","BRA_01","BRA","Margin",41.15817,75.53619,520,"E","Vermont_E","Vermont",-0.4889603,-1.988195,-3.445419,-5.808376,35.7,672,39.25,531.5,21,"Growth"
"BRA_02_MD_A","BRA_02","BRA","Margin",41.15854,75.53651,531,"A","Maryland_A","Maryland",-0.4535303,-1.924913,-4.791044,-3.537747,35.6,677,36.4,282.5,18.7,"Growth"
"BRA_02_MD_B","BRA_02","BRA","Margin",41.15854,75.53651,531,"B","Maryland_B","Maryland",-0.4535303,-1.924913,-4.791044,-3.537747,35.6,677,36.4,282.5,13,"Growth"
"BRA_02_MD_C","BRA_02","BRA","Margin",41.15854,75.53651,531,"C","Maryland_C","Maryland",-0.4535303,-1.924913,-4.791044,-3.537747,35.6,677,36.4,282.5,18,"Growth"
"BRA_02_MD_D","BRA_02","BRA","Margin",41.15854,75.53651,531,"D","Maryland_D","Maryland",-0.4535303,-1.924913,-4.791044,-3.537747,35.6,677,36.4,282.5,21.5,"Growth"
"BRA_02_MD_E","BRA_02","BRA","Margin",41.15854,75.53651,531,"E","Maryland_E","Maryland",-0.4535303,-1.924913,-4.791044,-3.537747,35.6,677,36.4,282.5,19,"Growth"
"BRA_02_NC_A","BRA_02","BRA","Margin",41.15854,75.53651,531,"A","North_Carolina_A","North_Carolina",-0.4535303,-1.924913,-9.853611,-5.010164,35.6,677,37.75,53.5,14.5,"Growth"
"BRA_02_NC_B","BRA_02","BRA","Margin",41.15854,75.53651,531,"B","North_Carolina_B","North_Carolina",-0.4535303,-1.924913,-9.853611,-5.010164,35.6,677,37.75,53.5,16,"Growth"
"BRA_02_NC_C","BRA_02","BRA","Margin",41.15854,75.53651,531,"C","North_Carolina_C","North_Carolina",-0.4535303,-1.924913,-9.853611,-5.010164,35.6,677,37.75,53.5,13.5,"Growth"
"BRA_02_NC_D","BRA_02","BRA","Margin",41.15854,75.53651,531,"D","North_Carolina_D","North_Carolina",-0.4535303,-1.924913,-9.853611,-5.010164,35.6,677,37.75,53.5,4,"Growth"
"BRA_02_NC_E","BRA_02","BRA","Margin",41.15854,75.53651,531,"E","North_Carolina_E","North_Carolina",-0.4535303,-1.924913,-9.853611,-5.010164,35.6,677,37.75,53.5,19,"Growth"
"BRA_02_VT_A","BRA_02","BRA","Margin",41.15854,75.53651,531,"A","Vermont_A","Vermont",-0.4535303,-1.924913,-3.445419,-5.808376,35.6,677,39.25,531.5,11,"Growth"
"BRA_02_VT_B","BRA_02","BRA","Margin",41.15854,75.53651,531,"B","Vermont_B","Vermont",-0.4535303,-1.924913,-3.445419,-5.808376,35.6,677,39.25,531.5,22.5,"Growth"
"BRA_02_VT_C","BRA_02","BRA","Margin",41.15854,75.53651,531,"C","Vermont_C","Vermont",-0.4535303,-1.924913,-3.445419,-5.808376,35.6,677,39.25,531.5,19,"Growth"
"BRA_02_VT_D","BRA_02","BRA","Margin",41.15854,75.53651,531,"D","Vermont_D","Vermont",-0.4535303,-1.924913,-3.445419,-5.808376,35.6,677,39.25,531.5,26.5,"Growth"
"BRA_02_VT_E","BRA_02","BRA","Margin",41.15854,75.53651,531,"E","Vermont_E","Vermont",-0.4535303,-1.924913,-3.445419,-5.808376,35.6,677,39.25,531.5,13.5,"Growth"
"BRA_03_MD_A","BRA_03","BRA","Margin",41.16102,75.53809,528,"A","Maryland_A","Maryland",-0.4710702,-1.949933,-4.791044,-3.537747,35.6,676,36.4,282.5,18.9,"Growth"
"BRA_03_MD_B","BRA_03","BRA","Margin",41.16102,75.53809,528,"B","Maryland_B","Maryland",-0.4710702,-1.949933,-4.791044,-3.537747,35.6,676,36.4,282.5,20,"Growth"
"BRA_03_MD_C","BRA_03","BRA","Margin",41.16102,75.53809,528,"C","Maryland_C","Maryland",-0.4710702,-1.949933,-4.791044,-3.537747,35.6,676,36.4,282.5,28.5,"Growth"
"BRA_03_MD_D","BRA_03","BRA","Margin",41.16102,75.53809,528,"D","Maryland_D","Maryland",-0.4710702,-1.949933,-4.791044,-3.537747,35.6,676,36.4,282.5,20.5,"Growth"
"BRA_03_NC_B","BRA_03","BRA","Margin",41.16102,75.53809,528,"B","North_Carolina_B","North_Carolina",-0.4710702,-1.949933,-9.853611,-5.010164,35.6,676,37.75,53.5,17,"Growth"
"BRA_03_NC_C","BRA_03","BRA","Margin",41.16102,75.53809,528,"C","North_Carolina_C","North_Carolina",-0.4710702,-1.949933,-9.853611,-5.010164,35.6,676,37.75,53.5,38.5,"Growth"
"BRA_03_NC_D","BRA_03","BRA","Margin",41.16102,75.53809,528,"D","North_Carolina_D","North_Carolina",-0.4710702,-1.949933,-9.853611,-5.010164,35.6,676,37.75,53.5,32.5,"Growth"
"BRA_03_NC_E","BRA_03","BRA","Margin",41.16102,75.53809,528,"E","North_Carolina_E","North_Carolina",-0.4710702,-1.949933,-9.853611,-5.010164,35.6,676,37.75,53.5,18,"Growth"
"BRA_03_VT_A","BRA_03","BRA","Margin",41.16102,75.53809,528,"A","Vermont_A","Vermont",-0.4710702,-1.949933,-3.445419,-5.808376,35.6,676,39.25,531.5,34.5,"Growth"
"BRA_03_VT_B","BRA_03","BRA","Margin",41.16102,75.53809,528,"B","Vermont_B","Vermont",-0.4710702,-1.949933,-3.445419,-5.808376,35.6,676,39.25,531.5,1.5,"Growth"
"BRA_03_VT_C","BRA_03","BRA","Margin",41.16102,75.53809,528,"C","Vermont_C","Vermont",-0.4710702,-1.949933,-3.445419,-5.808376,35.6,676,39.25,531.5,16.5,"Growth"
"BRA_03_VT_D","BRA_03","BRA","Margin",41.16102,75.53809,528,"D","Vermont_D","Vermont",-0.4710702,-1.949933,-3.445419,-5.808376,35.6,676,39.25,531.5,28.5,"Growth"
"BRA_03_VT_E","BRA_03","BRA","Margin",41.16102,75.53809,528,"E","Vermont_E","Vermont",-0.4710702,-1.949933,-3.445419,-5.808376,35.6,676,39.25,531.5,14,"Growth"
"BRA_04_MD_A","BRA_04","BRA","Margin",41.16406,75.54375,531,"A","Maryland_A","Maryland",-0.4672895,-1.943331,-4.791044,-3.537747,35.6,675,36.4,282.5,15.9,"Growth"
"BRA_04_MD_B","BRA_04","BRA","Margin",41.16406,75.54375,531,"B","Maryland_B","Maryland",-0.4672895,-1.943331,-4.791044,-3.537747,35.6,675,36.4,282.5,19.5,"Growth"
"BRA_04_MD_C","BRA_04","BRA","Margin",41.16406,75.54375,531,"C","Maryland_C","Maryland",-0.4672895,-1.943331,-4.791044,-3.537747,35.6,675,36.4,282.5,35.5,"Growth"
"BRA_04_MD_D","BRA_04","BRA","Margin",41.16406,75.54375,531,"D","Maryland_D","Maryland",-0.4672895,-1.943331,-4.791044,-3.537747,35.6,675,36.4,282.5,25,"Growth"
"BRA_04_MD_E","BRA_04","BRA","Margin",41.16406,75.54375,531,"E","Maryland_E","Maryland",-0.4672895,-1.943331,-4.791044,-3.537747,35.6,675,36.4,282.5,38,"Growth"
"BRA_04_NC_A","BRA_04","BRA","Margin",41.16406,75.54375,531,"A","North_Carolina_A","North_Carolina",-0.4672895,-1.943331,-9.853611,-5.010164,35.6,675,37.75,53.5,19,"Growth"
"BRA_04_NC_B","BRA_04","BRA","Margin",41.16406,75.54375,531,"B","North_Carolina_B","North_Carolina",-0.4672895,-1.943331,-9.853611,-5.010164,35.6,675,37.75,53.5,18.5,"Growth"
"BRA_04_NC_C","BRA_04","BRA","Margin",41.16406,75.54375,531,"C","North_Carolina_C","North_Carolina",-0.4672895,-1.943331,-9.853611,-5.010164,35.6,675,37.75,53.5,15,"Growth"
"BRA_04_NC_D","BRA_04","BRA","Margin",41.16406,75.54375,531,"D","North_Carolina_D","North_Carolina",-0.4672895,-1.943331,-9.853611,-5.010164,35.6,675,37.75,53.5,19,"Growth"
"BRA_04_NC_E","BRA_04","BRA","Margin",41.16406,75.54375,531,"E","North_Carolina_E","North_Carolina",-0.4672895,-1.943331,-9.853611,-5.010164,35.6,675,37.75,53.5,23,"Growth"
"BRA_04_VT_A","BRA_04","BRA","Margin",41.16406,75.54375,531,"A","Vermont_A","Vermont",-0.4672895,-1.943331,-3.445419,-5.808376,35.6,675,39.25,531.5,18.5,"Growth"
"BRA_04_VT_B","BRA_04","BRA","Margin",41.16406,75.54375,531,"B","Vermont_B","Vermont",-0.4672895,-1.943331,-3.445419,-5.808376,35.6,675,39.25,531.5,10.5,"Growth"
"BRA_04_VT_C","BRA_04","BRA","Margin",41.16406,75.54375,531,"C","Vermont_C","Vermont",-0.4672895,-1.943331,-3.445419,-5.808376,35.6,675,39.25,531.5,6.5,"Growth"
"BRA_04_VT_D","BRA_04","BRA","Margin",41.16406,75.54375,531,"D","Vermont_D","Vermont",-0.4672895,-1.943331,-3.445419,-5.808376,35.6,675,39.25,531.5,28,"Growth"
"BRA_04_VT_E","BRA_04","BRA","Margin",41.16406,75.54375,531,"E","Vermont_E","Vermont",-0.4672895,-1.943331,-3.445419,-5.808376,35.6,675,39.25,531.5,21,"Growth"
"BRA_05_MD_A","BRA_05","BRA","Margin",41.15577,75.52876,539,"A","Maryland_A","Maryland",-0.3971794,-1.872428,-4.791044,-3.537747,35.5,683,36.4,282.5,12.6,"Growth"
"BRA_05_MD_B","BRA_05","BRA","Margin",41.15577,75.52876,539,"B","Maryland_B","Maryland",-0.3971794,-1.872428,-4.791044,-3.537747,35.5,683,36.4,282.5,14.5,"Growth"
"BRA_05_MD_C","BRA_05","BRA","Margin",41.15577,75.52876,539,"C","Maryland_C","Maryland",-0.3971794,-1.872428,-4.791044,-3.537747,35.5,683,36.4,282.5,14,"Growth"
"BRA_05_MD_D","BRA_05","BRA","Margin",41.15577,75.52876,539,"D","Maryland_D","Maryland",-0.3971794,-1.872428,-4.791044,-3.537747,35.5,683,36.4,282.5,22,"Growth"
"BRA_05_MD_E","BRA_05","BRA","Margin",41.15577,75.52876,539,"E","Maryland_E","Maryland",-0.3971794,-1.872428,-4.791044,-3.537747,35.5,683,36.4,282.5,27,"Growth"
"BRA_05_NC_A","BRA_05","BRA","Margin",41.15577,75.52876,539,"A","North_Carolina_A","North_Carolina",-0.3971794,-1.872428,-9.853611,-5.010164,35.5,683,37.75,53.5,10.8,"Growth"
"BRA_05_NC_B","BRA_05","BRA","Margin",41.15577,75.52876,539,"B","North_Carolina_B","North_Carolina",-0.3971794,-1.872428,-9.853611,-5.010164,35.5,683,37.75,53.5,16,"Growth"
"BRA_05_NC_C","BRA_05","BRA","Margin",41.15577,75.52876,539,"C","North_Carolina_C","North_Carolina",-0.3971794,-1.872428,-9.853611,-5.010164,35.5,683,37.75,53.5,23.5,"Growth"
"BRA_05_NC_D","BRA_05","BRA","Margin",41.15577,75.52876,539,"D","North_Carolina_D","North_Carolina",-0.3971794,-1.872428,-9.853611,-5.010164,35.5,683,37.75,53.5,1.5,"Growth"
"BRA_05_NC_E","BRA_05","BRA","Margin",41.15577,75.52876,539,"E","North_Carolina_E","North_Carolina",-0.3971794,-1.872428,-9.853611,-5.010164,35.5,683,37.75,53.5,23.5,"Growth"
"BRA_05_VT_A","BRA_05","BRA","Margin",41.15577,75.52876,539,"A","Vermont_A","Vermont",-0.3971794,-1.872428,-3.445419,-5.808376,35.5,683,39.25,531.5,26,"Growth"
"BRA_05_VT_B","BRA_05","BRA","Margin",41.15577,75.52876,539,"B","Vermont_B","Vermont",-0.3971794,-1.872428,-3.445419,-5.808376,35.5,683,39.25,531.5,11,"Growth"
"BRA_05_VT_C","BRA_05","BRA","Margin",41.15577,75.52876,539,"C","Vermont_C","Vermont",-0.3971794,-1.872428,-3.445419,-5.808376,35.5,683,39.25,531.5,10.5,"Growth"
"BRA_05_VT_D","BRA_05","BRA","Margin",41.15577,75.52876,539,"D","Vermont_D","Vermont",-0.3971794,-1.872428,-3.445419,-5.808376,35.5,683,39.25,531.5,23,"Growth"
"BRA_05_VT_E","BRA_05","BRA","Margin",41.15577,75.52876,539,"E","Vermont_E","Vermont",-0.3971794,-1.872428,-3.445419,-5.808376,35.5,683,39.25,531.5,22,"Growth"
"BRB_01_MD_A","BRB_01","BRB","Edge",39.11781,79.58277,988,"A","Maryland_A","Maryland",-1.16074,0.280813,-4.791044,-3.537747,34.3,460,36.4,282.5,17.2,"Growth"
"BRB_01_MD_B","BRB_01","BRB","Edge",39.11781,79.58277,988,"B","Maryland_B","Maryland",-1.16074,0.280813,-4.791044,-3.537747,34.3,460,36.4,282.5,13.5,"Growth"
"BRB_01_MD_C","BRB_01","BRB","Edge",39.11781,79.58277,988,"C","Maryland_C","Maryland",-1.16074,0.280813,-4.791044,-3.537747,34.3,460,36.4,282.5,15.5,"Growth"
"BRB_01_MD_D","BRB_01","BRB","Edge",39.11781,79.58277,988,"D","Maryland_D","Maryland",-1.16074,0.280813,-4.791044,-3.537747,34.3,460,36.4,282.5,13.5,"Growth"
"BRB_01_MD_E","BRB_01","BRB","Edge",39.11781,79.58277,988,"E","Maryland_E","Maryland",-1.16074,0.280813,-4.791044,-3.537747,34.3,460,36.4,282.5,21,"Growth"
"BRB_01_NC_A","BRB_01","BRB","Edge",39.11781,79.58277,988,"A","North_Carolina_A","North_Carolina",-1.16074,0.280813,-9.853611,-5.010164,34.3,460,37.75,53.5,18,"Growth"
"BRB_01_NC_B","BRB_01","BRB","Edge",39.11781,79.58277,988,"B","North_Carolina_B","North_Carolina",-1.16074,0.280813,-9.853611,-5.010164,34.3,460,37.75,53.5,17.5,"Growth"
"BRB_01_NC_C","BRB_01","BRB","Edge",39.11781,79.58277,988,"C","North_Carolina_C","North_Carolina",-1.16074,0.280813,-9.853611,-5.010164,34.3,460,37.75,53.5,20,"Growth"
"BRB_01_NC_D","BRB_01","BRB","Edge",39.11781,79.58277,988,"D","North_Carolina_D","North_Carolina",-1.16074,0.280813,-9.853611,-5.010164,34.3,460,37.75,53.5,10,"Growth"
"BRB_01_NC_E","BRB_01","BRB","Edge",39.11781,79.58277,988,"E","North_Carolina_E","North_Carolina",-1.16074,0.280813,-9.853611,-5.010164,34.3,460,37.75,53.5,14,"Growth"
"BRB_01_VT_A","BRB_01","BRB","Edge",39.11781,79.58277,988,"A","Vermont_A","Vermont",-1.16074,0.280813,-3.445419,-5.808376,34.3,460,39.25,531.5,14,"Growth"
"BRB_01_VT_B","BRB_01","BRB","Edge",39.11781,79.58277,988,"B","Vermont_B","Vermont",-1.16074,0.280813,-3.445419,-5.808376,34.3,460,39.25,531.5,21.5,"Growth"
"BRB_01_VT_D","BRB_01","BRB","Edge",39.11781,79.58277,988,"D","Vermont_D","Vermont",-1.16074,0.280813,-3.445419,-5.808376,34.3,460,39.25,531.5,15.5,"Growth"
"BRB_01_VT_E","BRB_01","BRB","Edge",39.11781,79.58277,988,"E","Vermont_E","Vermont",-1.16074,0.280813,-3.445419,-5.808376,34.3,460,39.25,531.5,17,"Growth"
"BRB_02_MD_A","BRB_02","BRB","Edge",39.11853,79.58482,985,"A","Maryland_A","Maryland",-1.177511,0.2465558,-4.791044,-3.537747,34.4,458,36.4,282.5,13.5,"Growth"
"BRB_02_MD_B","BRB_02","BRB","Edge",39.11853,79.58482,985,"B","Maryland_B","Maryland",-1.177511,0.2465558,-4.791044,-3.537747,34.4,458,36.4,282.5,15,"Growth"
"BRB_02_MD_C","BRB_02","BRB","Edge",39.11853,79.58482,985,"C","Maryland_C","Maryland",-1.177511,0.2465558,-4.791044,-3.537747,34.4,458,36.4,282.5,24.5,"Growth"
"BRB_02_NC_A","BRB_02","BRB","Edge",39.11853,79.58482,985,"A","North_Carolina_A","North_Carolina",-1.177511,0.2465558,-9.853611,-5.010164,34.4,458,37.75,53.5,15,"Growth"
"BRB_02_NC_B","BRB_02","BRB","Edge",39.11853,79.58482,985,"B","North_Carolina_B","North_Carolina",-1.177511,0.2465558,-9.853611,-5.010164,34.4,458,37.75,53.5,16,"Growth"
"BRB_02_NC_C","BRB_02","BRB","Edge",39.11853,79.58482,985,"C","North_Carolina_C","North_Carolina",-1.177511,0.2465558,-9.853611,-5.010164,34.4,458,37.75,53.5,11,"Growth"
"BRB_02_NC_D","BRB_02","BRB","Edge",39.11853,79.58482,985,"D","North_Carolina_D","North_Carolina",-1.177511,0.2465558,-9.853611,-5.010164,34.4,458,37.75,53.5,1,"Growth"
"BRB_02_NC_E","BRB_02","BRB","Edge",39.11853,79.58482,985,"E","North_Carolina_E","North_Carolina",-1.177511,0.2465558,-9.853611,-5.010164,34.4,458,37.75,53.5,0,"Growth"
"BRB_02_VT_A","BRB_02","BRB","Edge",39.11853,79.58482,985,"A","Vermont_A","Vermont",-1.177511,0.2465558,-3.445419,-5.808376,34.4,458,39.25,531.5,9.5,"Growth"
"BRB_02_VT_B","BRB_02","BRB","Edge",39.11853,79.58482,985,"B","Vermont_B","Vermont",-1.177511,0.2465558,-3.445419,-5.808376,34.4,458,39.25,531.5,12,"Growth"
"BRB_02_VT_C","BRB_02","BRB","Edge",39.11853,79.58482,985,"C","Vermont_C","Vermont",-1.177511,0.2465558,-3.445419,-5.808376,34.4,458,39.25,531.5,21.5,"Growth"
"BRB_02_VT_D","BRB_02","BRB","Edge",39.11853,79.58482,985,"D","Vermont_D","Vermont",-1.177511,0.2465558,-3.445419,-5.808376,34.4,458,39.25,531.5,12.5,"Growth"
"BRB_02_VT_E","BRB_02","BRB","Edge",39.11853,79.58482,985,"E","Vermont_E","Vermont",-1.177511,0.2465558,-3.445419,-5.808376,34.4,458,39.25,531.5,12.5,"Growth"
"BRB_03_MD_A","BRB_03","BRB","Edge",39.11863,79.58606,983,"A","Maryland_A","Maryland",-1.189419,0.2394872,-4.791044,-3.537747,34.4,456,36.4,282.5,19,"Growth"
