"plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","BudSet","mBed","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0"
"XCV_05_VT_E","XCV_05","XCV","WV","Edge",39.07191,79.47373,1113,"Vermont","E",5,30,3,5,2,249,"Vermont_E",-0.573284031010656,0.383455014472736,-3.44541897005897,-5.80837560984597,33.6,509,39.25,531.5
"XCV_05_NC_B","XCV_05","XCV","WV","Edge",39.07191,79.47373,1113,"North_Carolina","B",5,16,2,5,2,241,"North_Carolina_B",-0.573284031010656,0.383455014472736,-9.85361058869086,-5.01016433622286,33.6,509,37.75,53.5
"XCV_05_NC_D","XCV_05","XCV","WV","Edge",39.07191,79.47373,1113,"North_Carolina","D",5,45,4,5,3,202,"North_Carolina_D",-0.573284031010656,0.383455014472736,-9.85361058869086,-5.01016433622286,33.6,509,37.75,53.5
"XCV_05_NC_E","XCV_05","XCV","WV","Edge",39.07191,79.47373,1113,"North_Carolina","E",3,28,2,3,14,202,"North_Carolina_E",-0.573284031010656,0.383455014472736,-9.85361058869086,-5.01016433622286,33.6,509,37.75,53.5
"XDS_01_NC_E","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"North_Carolina","E",4,12,1,4,12,227,"North_Carolina_E",-1.29444622245677,-0.268415439123816,-9.85361058869086,-5.01016433622286,33.7,492,37.75,53.5
"XDS_01_VT_A","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"Vermont","A",6,53,4,6,11,215,"Vermont_A",-1.29444622245677,-0.268415439123816,-3.44541897005897,-5.80837560984597,33.7,492,39.25,531.5
"XDS_01_MD_A","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"Maryland","A",4,62,5,4,6,237,"Maryland_A",-1.29444622245677,-0.268415439123816,-4.79104440324931,-3.53774746780395,33.7,492,36.4,282.5
"XDS_01_MD_B","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"Maryland","B",3,33,3,3,5,245,"Maryland_B",-1.29444622245677,-0.268415439123816,-4.79104440324931,-3.53774746780395,33.7,492,36.4,282.5
"XDS_01_MD_C","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"Maryland","C",2,3,1,2,3,201,"Maryland_C",-1.29444622245677,-0.268415439123816,-4.79104440324931,-3.53774746780395,33.7,492,36.4,282.5
"XDS_01_MD_D","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"Maryland","D",6,39,3,6,11,202,"Maryland_D",-1.29444622245677,-0.268415439123816,-4.79104440324931,-3.53774746780395,33.7,492,36.4,282.5
"XDS_01_NC_A","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"North_Carolina","A",3,33,3,3,5,213,"North_Carolina_A",-1.29444622245677,-0.268415439123816,-9.85361058869086,-5.01016433622286,33.7,492,37.75,53.5
"XDS_01_VT_B","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"Vermont","B",4,9,1,4,9,215,"Vermont_B",-1.29444622245677,-0.268415439123816,-3.44541897005897,-5.80837560984597,33.7,492,39.25,531.5
"XDS_01_VT_C","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"Vermont","C",4,12,1,4,12,209,"Vermont_C",-1.29444622245677,-0.268415439123816,-3.44541897005897,-5.80837560984597,33.7,492,39.25,531.5
"XDS_01_VT_D","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"Vermont","D",3,33,3,3,5,244,"Vermont_D",-1.29444622245677,-0.268415439123816,-3.44541897005897,-5.80837560984597,33.7,492,39.25,531.5
"XDS_01_VT_E","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"Vermont","E",6,68,5,6,12,249,"Vermont_E",-1.29444622245677,-0.268415439123816,-3.44541897005897,-5.80837560984597,33.7,492,39.25,531.5
"XDS_01_NC_B","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"North_Carolina","B",2,3,1,2,3,241,"North_Carolina_B",-1.29444622245677,-0.268415439123816,-9.85361058869086,-5.01016433622286,33.7,492,37.75,53.5
"XDS_01_NC_C","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"North_Carolina","C",6,53,4,6,11,200,"North_Carolina_C",-1.29444622245677,-0.268415439123816,-9.85361058869086,-5.01016433622286,33.7,492,37.75,53.5
"XDS_01_NC_D","XDS_01","XDS","WV","Edge",38.97031,79.34267,1201,"North_Carolina","D",4,62,5,4,6,197,"North_Carolina_D",-1.29444622245677,-0.268415439123816,-9.85361058869086,-5.01016433622286,33.7,492,37.75,53.5
"XDS_02_VT_A","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"Vermont","A",2,62,5,2,6,222,"Vermont_A",-1.31340804311742,-0.311704943558976,-3.44541897005897,-5.80837560984597,33.7,490,39.25,531.5
"XDS_02_VT_B","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"Vermont","B",6,61,5,6,5,256,"Vermont_B",-1.31340804311742,-0.311704943558976,-3.44541897005897,-5.80837560984597,33.7,490,39.25,531.5
"XDS_02_VT_C","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"Vermont","C",3,13,1,3,13,249,"Vermont_C",-1.31340804311742,-0.311704943558976,-3.44541897005897,-5.80837560984597,33.7,490,39.25,531.5
"XDS_02_VT_D","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"Vermont","D",6,31,3,6,3,249,"Vermont_D",-1.31340804311742,-0.311704943558976,-3.44541897005897,-5.80837560984597,33.7,490,39.25,531.5
"XDS_02_VT_E","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"Vermont","E",3,60,5,3,4,244,"Vermont_E",-1.31340804311742,-0.311704943558976,-3.44541897005897,-5.80837560984597,33.7,490,39.25,531.5
"XDS_02_NC_B","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"North_Carolina","B",5,11,1,5,11,196,"North_Carolina_B",-1.31340804311742,-0.311704943558976,-9.85361058869086,-5.01016433622286,33.7,490,37.75,53.5
"XDS_02_NC_D","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"North_Carolina","D",2,10,1,2,10,221,"North_Carolina_D",-1.31340804311742,-0.311704943558976,-9.85361058869086,-5.01016433622286,33.7,490,37.75,53.5
"XDS_02_NC_E","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"North_Carolina","E",3,13,1,3,13,206,"North_Carolina_E",-1.31340804311742,-0.311704943558976,-9.85361058869086,-5.01016433622286,33.7,490,37.75,53.5
"XDS_02_MD_A","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"Maryland","A",2,10,1,2,10,204,"Maryland_A",-1.31340804311742,-0.311704943558976,-4.79104440324931,-3.53774746780395,33.7,490,36.4,282.5
"XDS_02_MD_B","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"Maryland","B",6,31,3,6,3,199,"Maryland_B",-1.31340804311742,-0.311704943558976,-4.79104440324931,-3.53774746780395,33.7,490,36.4,282.5
"XDS_02_MD_C","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"Maryland","C",5,11,1,5,11,224,"Maryland_C",-1.31340804311742,-0.311704943558976,-4.79104440324931,-3.53774746780395,33.7,490,36.4,282.5
"XDS_02_MD_D","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"Maryland","D",6,9,1,6,9,202,"Maryland_D",-1.31340804311742,-0.311704943558976,-4.79104440324931,-3.53774746780395,33.7,490,36.4,282.5
"XDS_02_MD_E","XDS_02","XDS","WV","Edge",38.97128,79.34201,1191,"Maryland","E",3,13,1,3,13,207,"Maryland_E",-1.31340804311742,-0.311704943558976,-4.79104440324931,-3.53774746780395,33.7,490,36.4,282.5
"XDS_03_MD_B","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"Maryland","B",6,24,2,6,10,199,"Maryland_B",-1.28903974027226,-0.235247203808056,-4.79104440324931,-3.53774746780395,33.6,495,36.4,282.5
"XDS_03_MD_C","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"Maryland","C",2,20,2,2,6,217,"Maryland_C",-1.28903974027226,-0.235247203808056,-4.79104440324931,-3.53774746780395,33.6,495,36.4,282.5
"XDS_03_MD_D","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"Maryland","D",2,38,3,2,10,248,"Maryland_D",-1.28903974027226,-0.235247203808056,-4.79104440324931,-3.53774746780395,33.6,495,36.4,282.5
"XDS_03_MD_E","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"Maryland","E",2,56,4,2,14,203,"Maryland_E",-1.28903974027226,-0.235247203808056,-4.79104440324931,-3.53774746780395,33.6,495,36.4,282.5
"XDS_03_NC_A","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"North_Carolina","A",6,52,4,6,10,206,"North_Carolina_A",-1.28903974027226,-0.235247203808056,-9.85361058869086,-5.01016433622286,33.6,495,37.75,53.5
"XDS_03_VT_A","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"Vermont","A",2,52,4,2,10,278,"Vermont_A",-1.28903974027226,-0.235247203808056,-3.44541897005897,-5.80837560984597,33.6,495,39.25,531.5
"XDS_03_VT_B","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"Vermont","B",2,32,3,2,4,249,"Vermont_B",-1.28903974027226,-0.235247203808056,-3.44541897005897,-5.80837560984597,33.6,495,39.25,531.5
"XDS_03_VT_C","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"Vermont","C",2,42,3,2,14,236,"Vermont_C",-1.28903974027226,-0.235247203808056,-3.44541897005897,-5.80837560984597,33.6,495,39.25,531.5
"XDS_03_VT_D","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"Vermont","D",6,24,2,6,10,244,"Vermont_D",-1.28903974027226,-0.235247203808056,-3.44541897005897,-5.80837560984597,33.6,495,39.25,531.5
"XDS_03_VT_E","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"Vermont","E",2,34,3,2,6,244,"Vermont_E",-1.28903974027226,-0.235247203808056,-3.44541897005897,-5.80837560984597,33.6,495,39.25,531.5
"XDS_03_NC_B","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"North_Carolina","B",2,20,2,2,6,196,"North_Carolina_B",-1.28903974027226,-0.235247203808056,-9.85361058869086,-5.01016433622286,33.6,495,37.75,53.5
"XDS_03_NC_C","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"North_Carolina","C",2,52,4,2,10,206,"North_Carolina_C",-1.28903974027226,-0.235247203808056,-9.85361058869086,-5.01016433622286,33.6,495,37.75,53.5
"XDS_03_NC_E","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"North_Carolina","E",2,28,2,2,14,221,"North_Carolina_E",-1.28903974027226,-0.235247203808056,-9.85361058869086,-5.01016433622286,33.6,495,37.75,53.5
"XDS_03_MD_A","XDS_03","XDS","WV","Edge",38.97446,79.33907,1203,"Maryland","A",2,18,2,2,4,204,"Maryland_A",-1.28903974027226,-0.235247203808056,-4.79104440324931,-3.53774746780395,33.6,495,36.4,282.5
"XDS_04_NC_A","XDS_04","XDS","WV","Edge",38.98078,79.33386,1213,"North_Carolina","A",5,13,1,5,13,195,"North_Carolina_A",-1.17086701000825,-0.0981780247525115,-9.85361058869086,-5.01016433622286,33.5,506,37.75,53.5
"XDS_04_NC_C","XDS_04","XDS","WV","Edge",38.98078,79.33386,1213,"North_Carolina","C",2,35,3,2,7,196,"North_Carolina_C",-1.17086701000825,-0.0981780247525115,-9.85361058869086,-5.01016433622286,33.5,506,37.75,53.5
"XDS_04_VT_A","XDS_04","XDS","WV","Edge",38.98078,79.33386,1213,"Vermont","A",2,21,2,2,7,244,"Vermont_A",-1.17086701000825,-0.0981780247525115,-3.44541897005897,-5.80837560984597,33.5,506,39.25,531.5
"XDS_04_VT_B","XDS_04","XDS","WV","Edge",38.98078,79.33386,1213,"Vermont","B",4,12,1,4,12,249,"Vermont_B",-1.17086701000825,-0.0981780247525115,-3.44541897005897,-5.80837560984597,33.5,506,39.25,531.5
"XDS_04_VT_C","XDS_04","XDS","WV","Edge",38.98078,79.33386,1213,"Vermont","C",3,11,1,3,11,271,"Vermont_C",-1.17086701000825,-0.0981780247525115,-3.44541897005897,-5.80837560984597,33.5,506,39.25,531.5
"XDS_04_VT_D","XDS_04","XDS","WV","Edge",38.98078,79.33386,1213,"Vermont","D",5,13,1,5,13,236,"Vermont_D",-1.17086701000825,-0.0981780247525115,-3.44541897005897,-5.80837560984597,33.5,506,39.25,531.5
"XDS_04_VT_E","XDS_04","XDS","WV","Edge",38.98078,79.33386,1213,"Vermont","E",4,45,4,4,3,271,"Vermont_E",-1.17086701000825,-0.0981780247525115,-3.44541897005897,-5.80837560984597,33.5,506,39.25,531.5
"XDS_04_MD_B","XDS_04","XDS","WV","Edge",38.98078,79.33386,1213,"Maryland","B",3,58,5,3,2,238,"Maryland_B",-1.17086701000825,-0.0981780247525115,-4.79104440324931,-3.53774746780395,33.5,506,36.4,282.5
"XDS_04_MD_A","XDS_04","XDS","WV","Edge",38.98078,79.33386,1213,"Maryland","A",4,59,5,4,3,204,"Maryland_A",-1.17086701000825,-0.0981780247525115,-4.79104440324931,-3.53774746780395,33.5,506,36.4,282.5
"XDS_04_MD_C","XDS_04","XDS","WV","Edge",38.98078,79.33386,1213,"Maryland","C",4,45,4,4,3,217,"Maryland_C",-1.17086701000825,-0.0981780247525115,-4.79104440324931,-3.53774746780395,33.5,506,36.4,282.5
"XDS_04_MD_D","XDS_04","XDS","WV","Edge",38.98078,79.33386,1213,"Maryland","D",2,49,4,2,7,205,"Maryland_D",-1.17086701000825,-0.0981780247525115,-4.79104440324931,-3.53774746780395,33.5,506,36.4,282.5
"XDS_05_VT_A","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"Vermont","A",3,28,2,3,14,215,"Vermont_A",-0.911260400448648,0.158209690742011,-3.44541897005897,-5.80837560984597,33.4,521,39.25,531.5
"XDS_05_VT_B","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"Vermont","B",2,18,2,2,4,244,"Vermont_B",-0.911260400448648,0.158209690742011,-3.44541897005897,-5.80837560984597,33.4,521,39.25,531.5
"XDS_05_VT_C","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"Vermont","C",2,2,1,2,2,209,"Vermont_C",-0.911260400448648,0.158209690742011,-3.44541897005897,-5.80837560984597,33.4,521,39.25,531.5
"XDS_05_VT_D","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"Vermont","D",6,29,3,6,1,200,"Vermont_D",-0.911260400448648,0.158209690742011,-3.44541897005897,-5.80837560984597,33.4,521,39.25,531.5
"XDS_05_VT_E","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"Vermont","E",6,24,2,6,10,249,"Vermont_E",-0.911260400448648,0.158209690742011,-3.44541897005897,-5.80837560984597,33.4,521,39.25,531.5
"XDS_05_MD_B","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"Maryland","B",6,29,3,6,1,209,"Maryland_B",-0.911260400448648,0.158209690742011,-4.79104440324931,-3.53774746780395,33.4,521,36.4,282.5
"XDS_05_MD_A","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"Maryland","A",2,46,4,2,4,237,"Maryland_A",-0.911260400448648,0.158209690742011,-4.79104440324931,-3.53774746780395,33.4,521,36.4,282.5
"XDS_05_MD_D","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"Maryland","D",3,56,4,3,14,202,"Maryland_D",-0.911260400448648,0.158209690742011,-4.79104440324931,-3.53774746780395,33.4,521,36.4,282.5
"XDS_05_MD_C","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"Maryland","C",6,38,3,6,10,217,"Maryland_C",-0.911260400448648,0.158209690742011,-4.79104440324931,-3.53774746780395,33.4,521,36.4,282.5
"XDS_05_MD_E","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"Maryland","E",2,2,1,2,2,207,"Maryland_E",-0.911260400448648,0.158209690742011,-4.79104440324931,-3.53774746780395,33.4,521,36.4,282.5
"XDS_05_NC_A","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"North_Carolina","A",6,29,3,6,1,206,"North_Carolina_A",-0.911260400448648,0.158209690742011,-9.85361058869086,-5.01016433622286,33.4,521,37.75,53.5
"XDS_05_NC_B","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"North_Carolina","B",6,52,4,6,10,200,"North_Carolina_B",-0.911260400448648,0.158209690742011,-9.85361058869086,-5.01016433622286,33.4,521,37.75,53.5
"XDS_05_NC_C","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"North_Carolina","C",3,42,3,3,14,241,"North_Carolina_C",-0.911260400448648,0.158209690742011,-9.85361058869086,-5.01016433622286,33.4,521,37.75,53.5
"XDS_05_NC_D","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"North_Carolina","D",2,46,4,2,4,247,"North_Carolina_D",-0.911260400448648,0.158209690742011,-9.85361058869086,-5.01016433622286,33.4,521,37.75,53.5
"XDS_05_NC_E","XDS_05","XDS","WV","Edge",39.00473,79.32766,1224,"North_Carolina","E",2,2,1,2,2,197,"North_Carolina_E",-0.911260400448648,0.158209690742011,-9.85361058869086,-5.01016433622286,33.4,521,37.75,53.5
"XDS_06_NC_A","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"North_Carolina","A",6,13,1,6,13,234,"North_Carolina_A",-1.07372151387984,-0.124131294592946,-9.85361058869086,-5.01016433622286,33.5,509,37.75,53.5
"XDS_06_NC_B","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"North_Carolina","B",5,21,2,5,7,221,"North_Carolina_B",-1.07372151387984,-0.124131294592946,-9.85361058869086,-5.01016433622286,33.5,509,37.75,53.5
"XDS_06_NC_C","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"North_Carolina","C",5,40,3,5,12,241,"North_Carolina_C",-1.07372151387984,-0.124131294592946,-9.85361058869086,-5.01016433622286,33.5,509,37.75,53.5
"XDS_06_NC_D","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"North_Carolina","D",4,23,2,4,9,197,"North_Carolina_D",-1.07372151387984,-0.124131294592946,-9.85361058869086,-5.01016433622286,33.5,509,37.75,53.5
"XDS_06_VT_A","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"Vermont","A",5,26,2,5,12,215,"Vermont_A",-1.07372151387984,-0.124131294592946,-3.44541897005897,-5.80837560984597,33.5,509,39.25,531.5
"XDS_06_VT_B","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"Vermont","B",4,51,4,4,9,249,"Vermont_B",-1.07372151387984,-0.124131294592946,-3.44541897005897,-5.80837560984597,33.5,509,39.25,531.5
"XDS_06_VT_C","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"Vermont","C",6,16,2,6,2,236,"Vermont_C",-1.07372151387984,-0.124131294592946,-3.44541897005897,-5.80837560984597,33.5,509,39.25,531.5
"XDS_06_NC_E","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"North_Carolina","E",6,44,4,6,2,202,"North_Carolina_E",-1.07372151387984,-0.124131294592946,-9.85361058869086,-5.01016433622286,33.5,509,37.75,53.5
"XDS_06_VT_D","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"Vermont","D",6,13,1,6,13,236,"Vermont_D",-1.07372151387984,-0.124131294592946,-3.44541897005897,-5.80837560984597,33.5,509,39.25,531.5
"XDS_06_VT_E","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"Vermont","E",5,35,3,5,7,271,"Vermont_E",-1.07372151387984,-0.124131294592946,-3.44541897005897,-5.80837560984597,33.5,509,39.25,531.5
"XDS_06_MD_A","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"Maryland","A",4,37,3,4,9,197,"Maryland_A",-1.07372151387984,-0.124131294592946,-4.79104440324931,-3.53774746780395,33.5,509,36.4,282.5
"XDS_06_MD_C","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"Maryland","C",5,21,2,5,7,210,"Maryland_C",-1.07372151387984,-0.124131294592946,-4.79104440324931,-3.53774746780395,33.5,509,36.4,282.5
"XDS_06_MD_B","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"Maryland","B",2,58,5,2,2,216,"Maryland_B",-1.07372151387984,-0.124131294592946,-4.79104440324931,-3.53774746780395,33.5,509,36.4,282.5
"XDS_06_MD_E","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"Maryland","E",6,30,3,6,2,203,"Maryland_E",-1.07372151387984,-0.124131294592946,-4.79104440324931,-3.53774746780395,33.5,509,36.4,282.5
"XDS_06_MD_D","XDS_06","XDS","WV","Edge",39.04542,79.31111,1210,"Maryland","D",5,54,4,5,12,202,"Maryland_D",-1.07372151387984,-0.124131294592946,-4.79104440324931,-3.53774746780395,33.5,509,36.4,282.5
"XFS_01_VT_D","XFS_01","XFS","MD","Edge",39.70285,78.93856,825,"Vermont","D",6,27,2,6,13,188,"Vermont_D",-2.43707436276001,-1.68806253694599,-3.44541897005897,-5.80837560984597,34.8,461,39.25,531.5
"XFS_01_VT_E","XFS_01","XFS","MD","Edge",39.70285,78.93856,825,"Vermont","E",2,26,2,2,12,209,"Vermont_E",-2.43707436276001,-1.68806253694599,-3.44541897005897,-5.80837560984597,34.8,461,39.25,531.5
"XFS_01_NC_E","XFS_01","XFS","MD","Edge",39.70285,78.93856,825,"North_Carolina","E",6,56,4,6,14,198,"North_Carolina_E",-2.43707436276001,-1.68806253694599,-9.85361058869086,-5.01016433622286,34.8,461,37.75,53.5
"XFS_01_MD_E","XFS_01","XFS","MD","Edge",39.70285,78.93856,825,"Maryland","E",6,42,3,6,14,207,"Maryland_E",-2.43707436276001,-1.68806253694599,-4.79104440324931,-3.53774746780395,34.8,461,36.4,282.5
"XFS_01_NC_A","XFS_01","XFS","MD","Edge",39.70285,78.93856,825,"North_Carolina","A",6,55,4,6,13,195,"North_Carolina_A",-2.43707436276001,-1.68806253694599,-9.85361058869086,-5.01016433622286,34.8,461,37.75,53.5
"XFS_01_VT_A","XFS_01","XFS","MD","Edge",39.70285,78.93856,825,"Vermont","A",5,58,5,5,2,209,"Vermont_A",-2.43707436276001,-1.68806253694599,-3.44541897005897,-5.80837560984597,34.8,461,39.25,531.5
"XFS_01_VT_B","XFS_01","XFS","MD","Edge",39.70285,78.93856,825,"Vermont","B",3,31,3,3,3,236,"Vermont_B",-2.43707436276001,-1.68806253694599,-3.44541897005897,-5.80837560984597,34.8,461,39.25,531.5
"XFS_01_VT_C","XFS_01","XFS","MD","Edge",39.70285,78.93856,825,"Vermont","C",6,28,2,6,14,236,"Vermont_C",-2.43707436276001,-1.68806253694599,-3.44541897005897,-5.80837560984597,34.8,461,39.25,531.5
"XFS_01_MD_C","XFS_01","XFS","MD","Edge",39.70285,78.93856,825,"Maryland","C",2,40,3,2,12,201,"Maryland_C",-2.43707436276001,-1.68806253694599,-4.79104440324931,-3.53774746780395,34.8,461,36.4,282.5
"XFS_01_MD_D","XFS_01","XFS","MD","Edge",39.70285,78.93856,825,"Maryland","D",3,13,1,3,13,205,"Maryland_D",-2.43707436276001,-1.68806253694599,-4.79104440324931,-3.53774746780395,34.8,461,36.4,282.5
"XFS_01_NC_C","XFS_01","XFS","MD","Edge",39.70285,78.93856,825,"North_Carolina","C",3,13,1,3,13,200,"North_Carolina_C",-2.43707436276001,-1.68806253694599,-9.85361058869086,-5.01016433622286,34.8,461,37.75,53.5
"XFS_01_NC_D","XFS_01","XFS","MD","Edge",39.70285,78.93856,825,"North_Carolina","D",3,31,3,3,3,247,"North_Carolina_D",-2.43707436276001,-1.68806253694599,-9.85361058869086,-5.01016433622286,34.8,461,37.75,53.5
"XFS_02_VT_A","XFS_02","XFS","MD","Edge",39.70614,78.93826,827,"Vermont","A",6,23,2,6,9,222,"Vermont_A",-2.44514536352633,-1.65965289447578,-3.44541897005897,-5.80837560984597,34.8,461,39.25,531.5
"XFS_02_VT_B","XFS_02","XFS","MD","Edge",39.70614,78.93826,827,"Vermont","B",6,11,1,6,11,236,"Vermont_B",-2.44514536352633,-1.65965289447578,-3.44541897005897,-5.80837560984597,34.8,461,39.25,531.5
"XFS_02_VT_C","XFS_02","XFS","MD","Edge",39.70614,78.93826,827,"Vermont","C",4,20,2,4,6,271,"Vermont_C",-2.44514536352633,-1.65965289447578,-3.44541897005897,-5.80837560984597,34.8,461,39.25,531.5
"XFS_02_NC_A","XFS_02","XFS","MD","Edge",39.70614,78.93826,827,"North_Carolina","A",3,55,4,3,13,195,"North_Carolina_A",-2.44514536352633,-1.65965289447578,-9.85361058869086,-5.01016433622286,34.8,461,37.75,53.5
"XFS_02_VT_D","XFS_02","XFS","MD","Edge",39.70614,78.93826,827,"Vermont","D",3,27,2,3,13,236,"Vermont_D",-2.44514536352633,-1.65965289447578,-3.44541897005897,-5.80837560984597,34.8,461,39.25,531.5
"XFS_02_VT_E","XFS_02","XFS","MD","Edge",39.70614,78.93826,827,"Vermont","E",3,58,5,3,2,271,"Vermont_E",-2.44514536352633,-1.65965289447578,-3.44541897005897,-5.80837560984597,34.8,461,39.25,531.5
"XFS_02_MD_A","XFS_02","XFS","MD","Edge",39.70614,78.93826,827,"Maryland","A",2,60,5,2,4,199,"Maryland_A",-2.44514536352633,-1.65965289447578,-4.79104440324931,-3.53774746780395,34.8,461,36.4,282.5
"XFS_02_MD_B","XFS_02","XFS","MD","Edge",39.70614,78.93826,827,"Maryland","B",3,27,2,3,13,204,"Maryland_B",-2.44514536352633,-1.65965289447578,-4.79104440324931,-3.53774746780395,34.8,461,36.4,282.5
"XFS_02_MD_C","XFS_02","XFS","MD","Edge",39.70614,78.93826,827,"Maryland","C",5,13,1,5,13,217,"Maryland_C",-2.44514536352633,-1.65965289447578,-4.79104440324931,-3.53774746780395,34.8,461,36.4,282.5
"XFS_02_MD_D","XFS_02","XFS","MD","Edge",39.70614,78.93826,827,"Maryland","D",6,51,4,6,9,212,"Maryland_D",-2.44514536352633,-1.65965289447578,-4.79104440324931,-3.53774746780395,34.8,461,36.4,282.5
"XFS_02_NC_B","XFS_02","XFS","MD","Edge",39.70614,78.93826,827,"North_Carolina","B",5,13,1,5,13,196,"North_Carolina_B",-2.44514536352633,-1.65965289447578,-9.85361058869086,-5.01016433622286,34.8,461,37.75,53.5
"XFS_02_NC_E","XFS_02","XFS","MD","Edge",39.70614,78.93826,827,"North_Carolina","E",4,48,4,4,6,198,"North_Carolina_E",-2.44514536352633,-1.65965289447578,-9.85361058869086,-5.01016433622286,34.8,461,37.75,53.5
"XFS_03_VT_A","XFS_03","XFS","MD","Edge",39.70361,78.94185,820,"Vermont","A",6,19,2,6,5,236,"Vermont_A",-2.38362773812839,-1.75613826481075,-3.44541897005897,-5.80837560984597,34.8,462,39.25,531.5
"XFS_03_VT_B","XFS_03","XFS","MD","Edge",39.70361,78.94185,820,"Vermont","B",5,33,3,5,5,271,"Vermont_B",-2.38362773812839,-1.75613826481075,-3.44541897005897,-5.80837560984597,34.8,462,39.25,531.5
"XFS_03_VT_C","XFS_03","XFS","MD","Edge",39.70361,78.94185,820,"Vermont","C",5,69,5,5,13,236,"Vermont_C",-2.38362773812839,-1.75613826481075,-3.44541897005897,-5.80837560984597,34.8,462,39.25,531.5
"XFS_03_NC_A","XFS_03","XFS","MD","Edge",39.70361,78.94185,820,"North_Carolina","A",4,40,3,4,12,195,"North_Carolina_A",-2.38362773812839,-1.75613826481075,-9.85361058869086,-5.01016433622286,34.8,462,37.75,53.5
